,Excitement,Happy,Pleasant,Surprise,Fear,Angry,max_value,clean_text,created_at,label
930,1,0,0,0,0,0,1,: Dwyane Wade admits his financial advisor thought he had a gambling problem.,Sun Mar 15 03:37:37 +0000 2020,Excitement
971,1,0,0,0,0,0,1,: That Will Make Your Next Trip A Breeze,Sun Mar 15 03:40:00 +0000 2020,Excitement
985,1,0,0,0,0,0,1,: from extreme and humidity will annually impact areas which are to about billion people worldwi…,Sun Mar 15 03:40:53 +0000 2020,Excitement
992,1,0,0,0,0,0,1,Went window shopping for when I move.,Sun Mar 15 03:41:27 +0000 2020,Excitement
994,1,0,0,0,0,0,1,$20 Amazon,Sun Mar 15 03:41:30 +0000 2020,Excitement
995,1,0,0,0,0,0,1,": ""You have betrayed me for the last time"" 🧙‍️️🤓",Sun Mar 15 03:41:33 +0000 2020,Excitement
1014,1,0,0,0,0,0,1,means finding what you love&ampursuing your .,Sun Mar 15 03:43:10 +0000 2020,Excitement
1037,1,0,0,0,0,0,1,: P.I. Buck McDivit deals with the theft of a priceless -yr-old relic. …,Sun Mar 15 03:44:18 +0000 2020,Excitement
1040,1,0,0,0,0,0,1,Did you read this post? …,Sun Mar 15 03:44:21 +0000 2020,Excitement
1057,1,0,0,0,0,0,1,: from extreme and humidity will annually impact areas which are to about billion people worldwi…,Sun Mar 15 03:45:13 +0000 2020,Excitement
1077,1,0,0,0,0,0,1,: Love a good worship ~ ~ ~ ~ ~ ~ ~ ~ …,Sun Mar 15 03:46:50 +0000 2020,Excitement
1088,1,0,0,0,0,0,1,Women's Cute Travel Soap Case |||,Sun Mar 15 03:47:47 +0000 2020,Excitement
1148,1,0,0,0,0,0,1,Compact mAh Power Bank |||,Sun Mar 15 03:51:03 +0000 2020,Excitement
1153,1,0,0,0,0,0,1,Women's Shiny Evening Bag,Sun Mar 15 03:51:14 +0000 2020,Excitement
1163,1,0,0,0,0,0,1,: Jae Crowder wants to re-sign with this summer,Sun Mar 15 03:51:43 +0000 2020,Excitement
1171,1,0,0,0,0,0,1,Webcam sex,Sun Mar 15 03:52:00 +0000 2020,Excitement
1175,1,0,0,0,0,0,1,$25 Amazon,Sun Mar 15 03:52:16 +0000 2020,Excitement
1185,1,0,0,0,0,0,1,: P.I. Buck McDivit deals with the theft of a priceless -yr-old relic. …,Sun Mar 15 03:52:50 +0000 2020,Excitement
1191,1,0,0,0,0,0,1,: from extreme and humidity will annually impact areas which are to about billion people worldwi…,Sun Mar 15 03:53:05 +0000 2020,Excitement
1197,1,0,0,0,0,0,1,: Dwyane Wade admits his financial advisor thought he had a gambling problem.,Sun Mar 15 03:53:20 +0000 2020,Excitement
1205,1,0,0,0,0,0,1,Don’t miss the new episode on the YouTube channel! Found some incredible memorials! …,Sun Mar 15 03:53:33 +0000 2020,Excitement
1227,1,0,0,0,0,0,1,I love this place. It makes me truly at peace. …,Sun Mar 15 03:54:40 +0000 2020,Excitement
1255,1,0,0,0,0,0,1,Floral Nylon Travel Cosmetic Bag |||,Sun Mar 15 03:56:40 +0000 2020,Excitement
1275,1,0,0,0,0,0,1,: Sunday Funday: We are all Suckers for one thing or Another.... …,Sun Mar 15 03:58:08 +0000 2020,Excitement
1276,1,0,0,0,0,0,1,Men's Cotton Astronaut Printed T-Shirt,Sun Mar 15 03:58:09 +0000 2020,Excitement
1288,1,0,0,0,0,0,1,So happy you have seen this through. So proud to have been part of it.,Sun Mar 15 03:59:05 +0000 2020,Excitement
1298,1,0,0,0,0,0,1,Mini Zipper Hard Headphone Case |||,Sun Mar 15 03:59:41 +0000 2020,Excitement
1357,1,0,0,0,0,0,1,Lake Molveno Italy …,Sun Mar 15 04:01:31 +0000 2020,Excitement
1371,1,0,0,0,0,0,1,..... to win this .....,Sun Mar 15 04:02:23 +0000 2020,Excitement
1375,1,0,0,0,0,0,1,: Lovin’ Island life... …,Sun Mar 15 04:02:33 +0000 2020,Excitement
1380,1,0,0,0,0,0,1,": Different than most books, yet a story that's intimately relatable. Details at:",Sun Mar 15 04:02:51 +0000 2020,Excitement
1389,1,0,0,0,0,0,1,The Wanderer...,Sun Mar 15 04:03:24 +0000 2020,Excitement
1423,1,0,0,0,0,0,1,by bestselling author John Rose Putnam Accused of murder Tom is tossed into jail with the most…,Sun Mar 15 04:05:00 +0000 2020,Excitement
1440,1,0,0,0,0,0,1,: Jae Crowder wants to re-sign with this summer,Sun Mar 15 04:05:55 +0000 2020,Excitement
1496,1,0,0,0,0,0,1,Boston Celtics: Jae Crowder wants to re-sign with this summer,Sun Mar 15 04:10:03 +0000 2020,Excitement
1499,1,0,0,0,0,0,1,Aloneliness is a between the to spend time alone and the …,Sun Mar 15 04:10:17 +0000 2020,Excitement
1520,1,1,0,0,0,0,1,What you sow is what you reap. …,Sun Mar 15 04:11:46 +0000 2020,Excitement
1527,1,0,0,0,0,0,1,Adventure Module VP4 Haunted Senate House of Volyrendar the Unscrupulous Boggle,Sun Mar 15 04:11:56 +0000 2020,Excitement
1544,1,0,0,0,0,0,1,: The Wanderer...,Sun Mar 15 04:13:28 +0000 2020,Excitement
1546,1,0,0,0,0,0,1,: Sunrise at Machu Picchu: My Magic Moment,Sun Mar 15 04:13:39 +0000 2020,Excitement
1550,1,0,0,0,0,0,1,: The Wanderer...,Sun Mar 15 04:13:50 +0000 2020,Excitement
1555,1,0,0,0,0,0,1,: Sunrise at Machu Picchu: My Magic Moment,Sun Mar 15 04:14:02 +0000 2020,Excitement
1556,1,0,0,0,0,0,1,: Jae Crowder wants to re-sign with this summer,Sun Mar 15 04:14:08 +0000 2020,Excitement
1560,1,0,0,0,0,0,1,: 🧙‍️PLEASE CHECK &amp; RETWEET🧙‍️ Johnny Segura rd's PIPE DREAM…,Sun Mar 15 04:14:33 +0000 2020,Excitement
1581,1,0,0,0,0,0,1,: Adventure Module VP4 Haunted Senate House of Volyrendar the Unscrupulous Boggle,Sun Mar 15 04:15:37 +0000 2020,Excitement
1591,1,0,0,0,0,0,1,: Adventure Module VP4 Haunted Senate House of Volyrendar the Unscrupulous Boggle,Sun Mar 15 04:16:05 +0000 2020,Excitement
1610,1,0,0,0,0,0,1,: Lake Molveno Italy …,Sun Mar 15 04:17:21 +0000 2020,Excitement
1615,1,0,0,0,0,0,1,: with the wonderful and so hot ️ …,Sun Mar 15 04:17:32 +0000 2020,Excitement
1622,1,0,0,0,0,0,1,Got invited to my st Indian wedding ever,Sun Mar 15 04:17:55 +0000 2020,Excitement
1623,1,0,0,0,0,0,1,Rate my boobs guys,Sun Mar 15 04:18:01 +0000 2020,Excitement
1640,1,0,0,0,0,0,1,I really want to see what magic you will do for me tonight,Sun Mar 15 04:18:55 +0000 2020,Excitement
1648,1,0,0,0,0,0,1,Dungeon Dads here to carry you along on our as our Dads guide their (childless)…,Sun Mar 15 04:19:34 +0000 2020,Excitement
1649,1,0,0,0,0,0,1,: That's K 🥳 Thank you all for making it huge !! !! …,Sun Mar 15 04:19:35 +0000 2020,Excitement
1693,1,0,0,0,0,0,1,: Adventure Module VP4 Haunted Senate House of Volyrendar the Unscrupulous Boggle,Sun Mar 15 04:22:03 +0000 2020,Excitement
1697,1,0,0,0,0,0,1,: from extreme and humidity will annually impact areas which are to about billion people worldwi…,Sun Mar 15 04:22:06 +0000 2020,Excitement
1734,1,0,0,0,0,0,1,Women's Lace Thong,Sun Mar 15 04:24:25 +0000 2020,Excitement
1746,1,0,0,0,0,0,1,: My All-Time Favorite Male Stripper Hunk Jonathan Martinez Jerking Off in His Car! I Wanna Taste His Warm Nut …,Sun Mar 15 04:25:03 +0000 2020,Excitement
1752,1,0,0,0,0,0,1,Have to get up in hours for a hour bus ride️ going to my moms,Sun Mar 15 04:25:18 +0000 2020,Excitement
1770,1,0,0,0,0,0,1,Leather Luggage Tags |||,Sun Mar 15 04:26:18 +0000 2020,Excitement
1789,1,0,0,0,0,0,1,Unicorn Luggage Tag |||,Sun Mar 15 04:27:42 +0000 2020,Excitement
1810,1,0,0,0,0,0,1,Floral Wallet for Documents |||,Sun Mar 15 04:29:14 +0000 2020,Excitement
1819,1,0,0,0,0,0,1,Cute Storage Case For Earphone |||,Sun Mar 15 04:29:47 +0000 2020,Excitement
1847,1,0,0,0,0,0,1,: Jae Crowder wants to re-sign with this summer,Sun Mar 15 04:31:35 +0000 2020,Excitement
1856,1,0,0,0,0,0,1,Stainless Steel Mini Multitool Key Ring with LED Light,Sun Mar 15 04:32:08 +0000 2020,Excitement
1861,1,0,0,0,0,0,1,$50 Amazon,Sun Mar 15 04:32:18 +0000 2020,Excitement
1901,1,0,0,0,0,0,1,Retweet if you want to cum on my face,Sun Mar 15 04:35:09 +0000 2020,Excitement
1912,1,0,0,0,0,0,1,": THE RIVER OF CORN “…a riveting story of , hardship, greed, and destruction of civi…",Sun Mar 15 04:35:26 +0000 2020,Excitement
1928,1,0,0,0,0,0,1,The Iron Brotherhood: Tyler …,Sun Mar 15 04:36:41 +0000 2020,Excitement
1931,1,0,0,0,0,0,1,: Eerience new things!,Sun Mar 15 04:36:51 +0000 2020,Excitement
1933,1,0,0,0,0,0,1,: “Adventure Is Worthwhile In Itself” -Amelia Earhart,Sun Mar 15 04:37:08 +0000 2020,Excitement
1936,1,0,0,0,0,0,1,": Tripping down the road less traveled... ""5 stars!"" BELL-BOTTOM GYPSY: A Jessie M…",Sun Mar 15 04:37:15 +0000 2020,Excitement
1948,1,0,0,0,0,0,1,: The Iron Brotherhood: Corey …,Sun Mar 15 04:37:45 +0000 2020,Excitement
1949,1,0,0,0,0,0,1,: The Iron Brotherhood: Brody …,Sun Mar 15 04:37:45 +0000 2020,Excitement
1955,1,0,0,0,0,0,1,Lick my nipples Rock,Sun Mar 15 04:38:01 +0000 2020,Excitement
1969,1,0,0,0,0,0,1,": Tripping down the road less traveled... ""5 stars!"" BELL-BOTTOM GYPSY: A Jessie M…",Sun Mar 15 04:38:48 +0000 2020,Excitement
2009,1,0,0,0,0,0,1,": Tripping down the road less traveled... ""5 stars!"" BELL-BOTTOM GYPSY: A Jessie M…",Sun Mar 15 04:41:02 +0000 2020,Excitement
2010,1,0,0,0,0,0,1,datingapp,Sun Mar 15 04:41:04 +0000 2020,Excitement
2013,1,0,0,0,0,0,1,Really for the new .....,Sun Mar 15 04:41:14 +0000 2020,Excitement
2057,1,0,0,0,0,0,1,"The fog blocked the sunset, not the opportunity! …",Sun Mar 15 04:43:48 +0000 2020,Excitement
2064,1,0,0,0,0,0,1,I would like to be touched on my body,Sun Mar 15 04:44:20 +0000 2020,Excitement
2069,1,0,0,0,0,0,1,": Available in LA, SD, OC by appointment only",Sun Mar 15 04:44:26 +0000 2020,Excitement
2073,1,0,0,0,0,0,1,in a ... its a…,Sun Mar 15 04:44:37 +0000 2020,Excitement
2087,1,0,0,0,0,0,1,: The Iron Brotherhood: Corey …,Sun Mar 15 04:45:05 +0000 2020,Excitement
2088,1,0,0,0,0,0,1,: The Iron Brotherhood: Brody …,Sun Mar 15 04:45:05 +0000 2020,Excitement
2103,1,0,0,0,0,0,1,Miami Heat: Report: Goran Dragic Eected to Get $19 Million Offer From Miami This Summer,Sun Mar 15 04:46:01 +0000 2020,Excitement
2126,1,0,0,0,0,0,1,Universal Travel Plug Adapter with Dual USB |||,Sun Mar 15 04:47:25 +0000 2020,Excitement
2145,1,0,0,0,0,0,1,sexy nudes giveaway guys? Like I'll contact of you in DMs with some Beach,Sun Mar 15 04:48:43 +0000 2020,Excitement
2147,1,0,0,0,0,0,1,"How are you today ? I made some sexy videos, they are on my website follow me Jackson",Sun Mar 15 04:48:45 +0000 2020,Excitement
2166,1,0,0,0,0,0,1,: Sunrise at Machu Picchu: My Magic Moment,Sun Mar 15 04:49:37 +0000 2020,Excitement
2170,1,0,0,0,0,0,1,: Dungeon Dads here to carry you along on our as our Dads guide their (childless) cha…,Sun Mar 15 04:49:53 +0000 2020,Excitement
2184,1,0,0,0,0,0,1,This is a dank meme! I would r8 /8 m8! RT : I would like to be touched on my body,Sun Mar 15 04:50:45 +0000 2020,Excitement
2219,1,0,0,0,0,0,1,Bi-fold Genuine Leather Wallet for Men,Sun Mar 15 04:52:56 +0000 2020,Excitement
2253,1,0,0,0,0,0,1,My pussy is wet only about the thought of a big dick Rouge,Sun Mar 15 04:55:22 +0000 2020,Excitement
2283,1,0,0,0,0,0,1,Universal Travel Plug Adapter with Dual USB |||,Sun Mar 15 04:57:36 +0000 2020,Excitement
2299,1,0,0,0,0,0,1,Shockproof EVA Headphone Case |||,Sun Mar 15 04:58:40 +0000 2020,Excitement
2305,1,0,0,0,0,0,1,Royal Caribbean &amp; Celebrity Cruise Ship with Zip Seal Tags |||…,Sun Mar 15 04:59:19 +0000 2020,Excitement
2333,1,0,0,0,0,0,1,": Different than most books, yet a story that's intimately relatable. Details at:",Sun Mar 15 05:00:47 +0000 2020,Excitement
2340,1,0,0,0,0,0,1,: Mountains and ocean at sunset in Scandinavia,Sun Mar 15 05:01:15 +0000 2020,Excitement
2362,1,0,0,0,0,0,1,$50 Amazon,Sun Mar 15 05:02:35 +0000 2020,Excitement
2418,1,0,0,0,0,0,1,: Come in here Falls,Sun Mar 15 05:05:14 +0000 2020,Excitement
2468,1,0,0,0,0,0,1,: Jae Crowder wants to re-sign with this summer,Sun Mar 15 05:07:55 +0000 2020,Excitement
2482,1,0,0,0,0,0,1,New nude photos on my website,Sun Mar 15 05:09:05 +0000 2020,Excitement
2492,1,0,0,0,0,0,1,: Dungeon Dads here to carry you along on our as our Dads guide their (childless) cha…,Sun Mar 15 05:09:33 +0000 2020,Excitement
2493,1,0,0,0,0,0,1,Wireless Ear Hook Earphones |||,Sun Mar 15 05:09:44 +0000 2020,Excitement
2501,1,0,0,0,0,0,1,: Dwyane Wade admits his financial advisor thought he had a gambling problem.,Sun Mar 15 05:10:08 +0000 2020,Excitement
2511,1,0,0,0,0,0,1,Tableware Bag |||,Sun Mar 15 05:10:42 +0000 2020,Excitement
2519,1,0,0,0,0,0,1,: Details at:,Sun Mar 15 05:11:08 +0000 2020,Excitement
2535,1,0,0,0,0,0,1,Adventure Module VF11 Smoldering Maze of Aeden the Morbid Prophet,Sun Mar 15 05:11:58 +0000 2020,Excitement
2541,1,0,0,0,0,0,1,: A black hole. Cave ceiling . . . . . . . . . …,Sun Mar 15 05:12:28 +0000 2020,Excitement
2550,1,0,0,0,0,0,1,: Lake Molveno Italy …,Sun Mar 15 05:13:02 +0000 2020,Excitement
2565,1,0,0,0,0,0,1,: Details at:,Sun Mar 15 05:13:49 +0000 2020,Excitement
2584,1,0,0,0,0,0,1,Heat up your with the and of the Court! with !…,Sun Mar 15 05:15:00 +0000 2020,Excitement
2594,1,0,0,0,0,0,1,: A black hole. Cave ceiling . . . . . . . . . …,Sun Mar 15 05:15:13 +0000 2020,Excitement
2596,1,0,0,0,0,0,1,: Tableware Bag |||,Sun Mar 15 05:15:22 +0000 2020,Excitement
2597,1,0,0,0,0,0,1,: Adventure Module VF11 Smoldering Maze of Aeden the Morbid Prophet,Sun Mar 15 05:15:31 +0000 2020,Excitement
2612,1,0,0,0,0,0,1,: Adventure Module VF11 Smoldering Maze of Aeden the Morbid Prophet,Sun Mar 15 05:16:12 +0000 2020,Excitement
2618,1,0,0,0,0,0,1,: Dwyane Wade admits his financial advisor thought he had a gambling problem.,Sun Mar 15 05:16:42 +0000 2020,Excitement
2640,1,0,0,0,0,0,1,Colourful Portable Mini Round Hard Storage Case |||,Sun Mar 15 05:17:58 +0000 2020,Excitement
2646,1,0,0,0,0,0,1,Hit for Hire - Adventure &amp; Thriller Giveaway,Sun Mar 15 05:18:33 +0000 2020,Excitement
2664,1,0,0,0,0,0,1,The intensity of a sensual massage....,Sun Mar 15 05:20:00 +0000 2020,Excitement
2688,1,0,0,0,0,0,1,: Adventure Module VF11 Smoldering Maze of Aeden the Morbid Prophet,Sun Mar 15 05:21:49 +0000 2020,Excitement
2689,1,0,0,0,0,0,1,alixbeattie and I crossed into today... state number on our …,Sun Mar 15 05:21:50 +0000 2020,Excitement
2699,1,0,0,0,0,0,1,: Hit for Hire - Adventure &amp; Thriller Giveaway,Sun Mar 15 05:22:13 +0000 2020,Excitement
2720,1,0,0,0,0,0,1,: Jae Crowder wants to re-sign with this summer,Sun Mar 15 05:23:30 +0000 2020,Excitement
2726,1,0,0,0,0,0,1,Universal Travel Adapter with USB Ports,Sun Mar 15 05:23:49 +0000 2020,Excitement
2728,1,0,0,0,0,0,1,The smoke that thunders! 🧡 …,Sun Mar 15 05:24:02 +0000 2020,Excitement
2746,1,0,0,0,0,0,1,: The intensity of a sensual massage....,Sun Mar 15 05:25:31 +0000 2020,Excitement
2753,1,0,0,0,0,0,1,: 🆕 Dream Come True DeepLush by ⭐️ Full Scene ️h…,Sun Mar 15 05:26:04 +0000 2020,Excitement
2761,1,0,0,0,0,0,1,A Can Of Worms In Costa Rica,Sun Mar 15 05:26:41 +0000 2020,Excitement
2765,1,0,0,0,0,0,1,"AdventureN, Daily updates! Stories via",Sun Mar 15 05:26:58 +0000 2020,Excitement
2772,1,0,0,0,0,0,1,love,Sun Mar 15 05:27:09 +0000 2020,Excitement
2773,1,0,0,0,0,0,1,"Latest blog post in regards to Super Sista: Ina, The Light Below 🤑 Enjoy!!!",Sun Mar 15 05:27:10 +0000 2020,Excitement
2779,1,0,0,0,0,0,1,: Dwyane Wade admits his financial advisor thought he had a gambling problem.,Sun Mar 15 05:27:27 +0000 2020,Excitement
2783,1,0,0,0,0,0,1,"Hey man, don’t tire much !!! I will need you next at night...",Sun Mar 15 05:27:40 +0000 2020,Excitement
2784,1,0,0,0,0,0,1,Creative Luggage Tag |||,Sun Mar 15 05:27:47 +0000 2020,Excitement
2789,1,0,0,0,0,0,1,The latest Pop Cult!,Sun Mar 15 05:28:26 +0000 2020,Excitement
2796,1,0,0,0,0,0,1,You are interested County,Sun Mar 15 05:28:50 +0000 2020,Excitement
