,Excitement,Happy,Pleasant,Surprise,Fear,Angry,max_value,clean_text,created_at,label
1166,0,0,1,0,0,0,1,: C A L M songs cover art in the style of ' previous single covers!,Sun Mar 15 03:51:49 +0000 2020,Pleasant
1172,0,0,1,0,0,0,1,How Fuels A Successful Podcast With - via,Sun Mar 15 03:52:03 +0000 2020,Pleasant
1208,0,0,1,0,0,0,1,: C A L M songs cover art in the style of ' previous single covers!,Sun Mar 15 03:53:42 +0000 2020,Pleasant
1241,0,0,1,0,0,0,1,: Sometimes you gotta do it for the . Our journey was unforgettable - underdogs become...overdogs. Now…,Sun Mar 15 03:55:37 +0000 2020,Pleasant
1242,0,0,1,0,0,0,1,: C A L M songs cover art in the style of ' previous single covers!,Sun Mar 15 03:55:37 +0000 2020,Pleasant
1246,0,0,1,0,0,0,1,: “Remakes vs. Originals” Horror Edition! In honor of we did a special show. h…,Sun Mar 15 03:55:54 +0000 2020,Pleasant
1256,0,0,1,0,0,0,1,: Please share for our residents.,Sun Mar 15 03:56:49 +0000 2020,Pleasant
1267,0,0,1,0,0,0,1,: Sometimes you gotta do it for the . Our journey was unforgettable - underdogs become...overdogs. Now…,Sun Mar 15 03:57:29 +0000 2020,Pleasant
1284,0,0,1,0,0,0,1,: Sometimes you gotta do it for the . Our journey was unforgettable - underdogs become...overdogs. Now…,Sun Mar 15 03:58:42 +0000 2020,Pleasant
1307,0,0,1,0,0,0,1,They Said That! Visit today and get your marketing on point! …,Sun Mar 15 04:00:11 +0000 2020,Pleasant
1312,0,0,1,0,1,0,1,AM Reminder: You are ok. You are safe. Don't panic.,Sun Mar 15 04:00:15 +0000 2020,Pleasant
1358,0,0,1,0,0,0,1,: C A L M songs cover art in the style of ' previous single covers!,Sun Mar 15 04:01:38 +0000 2020,Pleasant
1374,0,0,1,0,0,0,1,: C A L M songs cover art in the style of ' previous single covers!,Sun Mar 15 04:02:32 +0000 2020,Pleasant
1398,0,0,1,0,0,0,1,WhatsApp: +91 …,Sun Mar 15 04:04:05 +0000 2020,Pleasant
1399,0,0,1,0,0,0,1,WhatsApp: +91 …,Sun Mar 15 04:04:06 +0000 2020,Pleasant
1401,0,0,1,0,0,0,1,WhatsApp: +91 …,Sun Mar 15 04:04:07 +0000 2020,Pleasant
1402,0,0,1,0,0,0,1,WhatsApp: +91 …,Sun Mar 15 04:04:09 +0000 2020,Pleasant
1403,0,0,1,0,0,0,1,WhatsApp: +91 …,Sun Mar 15 04:04:10 +0000 2020,Pleasant
1405,0,0,1,0,0,0,1,WhatsApp: +91 …,Sun Mar 15 04:04:12 +0000 2020,Pleasant
1407,0,0,1,0,0,0,1,WhatsApp: +91 …,Sun Mar 15 04:04:13 +0000 2020,Pleasant
1409,0,0,1,0,0,0,1,WhatsApp: +91 …,Sun Mar 15 04:04:14 +0000 2020,Pleasant
1429,0,0,1,0,0,0,1,: Please share for our residents.,Sun Mar 15 04:05:25 +0000 2020,Pleasant
1448,0,0,1,0,0,0,1,: Please share for our residents.,Sun Mar 15 04:06:18 +0000 2020,Pleasant
1457,0,0,1,0,0,0,1,": Sending you all , energy during this time--let's remain , &amp; to each other…",Sun Mar 15 04:06:58 +0000 2020,Pleasant
1458,0,0,1,0,0,0,1,: A guide to using for via,Sun Mar 15 04:07:06 +0000 2020,Pleasant
1466,0,0,1,0,0,0,1,: Please share for our residents.,Sun Mar 15 04:07:49 +0000 2020,Pleasant
1471,0,0,1,0,0,0,1,: C A L M songs cover art in the style of ' previous single covers!,Sun Mar 15 04:08:02 +0000 2020,Pleasant
1478,0,0,1,0,0,0,1,THINGS NEVER CHANGE I KNEW IT,Sun Mar 15 04:08:35 +0000 2020,Pleasant
1513,0,0,1,0,0,0,1,: WhatsApp: +91 …,Sun Mar 15 04:11:19 +0000 2020,Pleasant
1518,0,0,1,0,0,0,1,: WhatsApp: +91 …,Sun Mar 15 04:11:45 +0000 2020,Pleasant
1545,0,0,1,0,0,0,1,: C A L M songs cover art in the style of ' previous single covers!,Sun Mar 15 04:13:33 +0000 2020,Pleasant
1549,0,0,1,0,0,0,1,: C A L M songs cover art in the style of ' previous single covers!,Sun Mar 15 04:13:44 +0000 2020,Pleasant
1612,0,0,1,0,0,0,1,: C A L M songs cover art in the style of ' previous single covers!,Sun Mar 15 04:17:28 +0000 2020,Pleasant
1626,0,0,1,0,0,0,1,: THINGS NEVER CHANGE I KNEW IT,Sun Mar 15 04:18:10 +0000 2020,Pleasant
1634,0,0,1,0,0,0,1,: C A L M songs cover art in the style of ' previous single covers!,Sun Mar 15 04:18:43 +0000 2020,Pleasant
1662,0,0,1,0,0,0,1,: C A L M songs cover art in the style of ' previous single covers!,Sun Mar 15 04:20:49 +0000 2020,Pleasant
1671,0,0,1,0,0,0,1,: Please share for our residents.,Sun Mar 15 04:21:11 +0000 2020,Pleasant
1767,0,0,1,0,0,0,1,: Please share for our residents.,Sun Mar 15 04:25:59 +0000 2020,Pleasant
1778,0,0,1,0,0,0,1,: C A L M songs cover art in the style of ' previous single covers!,Sun Mar 15 04:26:43 +0000 2020,Pleasant
1808,0,0,1,0,0,0,1,: Please share for our residents.,Sun Mar 15 04:28:57 +0000 2020,Pleasant
1824,0,0,1,0,0,0,1,Calm Beach View,Sun Mar 15 04:30:03 +0000 2020,Pleasant
1840,0,0,1,0,0,0,1,: DAYS!!!!!!,Sun Mar 15 04:31:05 +0000 2020,Pleasant
1851,0,0,1,0,0,0,1,FUCKING DAYS TIL I SWEAR Y'ALL ARE SLEEPING ON,Sun Mar 15 04:31:55 +0000 2020,Pleasant
1887,0,0,1,0,0,0,1,: C A L M songs cover art in the style of ' previous single covers!,Sun Mar 15 04:34:14 +0000 2020,Pleasant
1888,0,0,1,0,0,0,1,": Feeling anxious? Me, too. This photo has always been calming to me, so I thought I'd share. Ye…",Sun Mar 15 04:34:16 +0000 2020,Pleasant
1891,0,0,1,0,0,0,1,-sale -creator …,Sun Mar 15 04:34:26 +0000 2020,Pleasant
1909,0,0,1,0,0,0,1,Top story : The Ultimate Blogging Blueprint: A Beginner's Guide For Making Profitable Income Through Blogg…,Sun Mar 15 04:35:18 +0000 2020,Pleasant
1939,0,0,1,0,0,0,1,: Please share for our residents.,Sun Mar 15 04:37:20 +0000 2020,Pleasant
1943,0,0,1,0,0,0,1,: Please share for our residents.,Sun Mar 15 04:37:29 +0000 2020,Pleasant
1957,0,0,1,0,0,0,1,The Essential Phone is effectively discontinued -,Sun Mar 15 04:38:05 +0000 2020,Pleasant
1963,0,0,1,0,0,0,1,𝑻𝒉𝒆 𝒏𝒆𝒙𝒕 𝒔𝒕𝒆𝒑 𝒊𝒔 𝒖𝒑𝒐𝒏 𝒖𝒔... …,Sun Mar 15 04:38:40 +0000 2020,Pleasant
1985,0,0,1,0,0,0,1,: C A L M songs cover art in the style of ' previous single covers!,Sun Mar 15 04:39:37 +0000 2020,Pleasant
2037,0,0,1,0,0,0,1,: Please share for our residents.,Sun Mar 15 04:42:42 +0000 2020,Pleasant
2042,0,0,1,0,0,0,1,: 𝑻𝒉𝒆 𝒏𝒆𝒙𝒕 𝒔𝒕𝒆𝒑 𝒊𝒔 𝒖𝒑𝒐𝒏 𝒖𝒔... …,Sun Mar 15 04:42:57 +0000 2020,Pleasant
2066,0,0,1,0,0,0,1,: Please share for our residents.,Sun Mar 15 04:44:23 +0000 2020,Pleasant
2070,0,0,1,0,0,0,1,: C A L M songs cover art in the style of ' previous single covers!,Sun Mar 15 04:44:27 +0000 2020,Pleasant
2071,0,0,1,0,0,0,1,: C A L M songs cover art in the style of ' previous single covers!,Sun Mar 15 04:44:29 +0000 2020,Pleasant
2096,0,0,1,0,0,0,1,: C A L M songs cover art in the style of ' previous single covers!,Sun Mar 15 04:45:33 +0000 2020,Pleasant
2104,0,0,1,0,0,0,1,"Consumers Want Wearables For Health, Fitness Info -",Sun Mar 15 04:46:03 +0000 2020,Pleasant
2111,0,0,1,0,0,0,1,: How To Use Long Form Content To Skyrocket Your Search Rankings,Sun Mar 15 04:46:18 +0000 2020,Pleasant
2141,0,0,1,0,0,0,1,: C A L M songs cover art in the style of ' previous single covers!,Sun Mar 15 04:48:23 +0000 2020,Pleasant
2169,0,0,1,0,0,0,1,: C A L M songs cover art in the style of ' previous single covers!,Sun Mar 15 04:49:50 +0000 2020,Pleasant
2185,0,0,1,0,0,0,1,: Please share for our residents.,Sun Mar 15 04:50:53 +0000 2020,Pleasant
2190,0,0,1,0,0,0,1,: Top High DA Free Article Submission Sites (With Instant Approval). …,Sun Mar 15 04:51:17 +0000 2020,Pleasant
2201,0,0,1,0,0,0,1,: Saturday mood link in bio,Sun Mar 15 04:51:49 +0000 2020,Pleasant
2236,0,0,1,0,0,0,1,": This time of is for , but no matter what has come before, you will always find waiting for…",Sun Mar 15 04:54:11 +0000 2020,Pleasant
2238,0,0,1,0,0,0,1,: Top High DA Free Article Submission Sites (With Instant Approval). …,Sun Mar 15 04:54:27 +0000 2020,Pleasant
2248,0,0,1,0,0,0,1,: C A L M songs cover art in the style of ' previous single covers!,Sun Mar 15 04:54:55 +0000 2020,Pleasant
2260,0,0,1,0,0,0,1,: C A L M songs cover art in the style of ' previous single covers!,Sun Mar 15 04:56:02 +0000 2020,Pleasant
2264,0,0,1,0,0,0,1,: Building That Really,Sun Mar 15 04:56:14 +0000 2020,Pleasant
2291,0,0,1,0,0,0,1,: DAYS!!!!!!,Sun Mar 15 04:58:10 +0000 2020,Pleasant
2292,0,0,1,0,0,0,1,website in a box: articles of + words each. Give yourself a break and pick a collection here,Sun Mar 15 04:58:11 +0000 2020,Pleasant
2308,0,0,1,0,0,0,1,: Who’s hungry? 🤤,Sun Mar 15 04:59:23 +0000 2020,Pleasant
2312,0,0,1,0,0,0,1,: Please share for our residents.,Sun Mar 15 04:59:38 +0000 2020,Pleasant
2326,0,0,1,0,0,0,1,neglected ways to promote your on : via - Join di…,Sun Mar 15 05:00:15 +0000 2020,Pleasant
2328,0,0,1,0,0,0,1,: neglected ways to promote your on : via - Join discu…,Sun Mar 15 05:00:30 +0000 2020,Pleasant
2330,0,0,1,0,0,0,1,: neglected ways to promote your on : via - Join discu…,Sun Mar 15 05:00:33 +0000 2020,Pleasant
2341,0,0,1,0,0,0,1,: C A L M songs cover art in the style of ' previous single covers!,Sun Mar 15 05:01:16 +0000 2020,Pleasant
2352,0,0,1,0,0,0,1,love this !,Sun Mar 15 05:01:57 +0000 2020,Pleasant
2355,0,0,1,0,0,0,1,Made using react-spectrum,Sun Mar 15 05:02:14 +0000 2020,Pleasant
2359,0,0,1,0,0,0,1,bidet talk the kind of you come to for,Sun Mar 15 05:02:28 +0000 2020,Pleasant
2390,0,0,1,0,0,0,1,What is audience segmentation and why is it important for ? If implementing more …,Sun Mar 15 05:04:03 +0000 2020,Pleasant
2402,0,0,1,0,0,0,1,: neglected ways to promote your on : via - Join discu…,Sun Mar 15 05:04:38 +0000 2020,Pleasant
2455,0,0,1,0,0,0,1,: Content creators,Sun Mar 15 05:07:11 +0000 2020,Pleasant
2456,0,0,1,0,0,0,1,: Content creators,Sun Mar 15 05:07:19 +0000 2020,Pleasant
2459,0,0,1,0,0,0,1,"When I hear “Good evening, my name is Erik Braa”, I know it’s time to relax &amp; go to sleep. The app has made a…",Sun Mar 15 05:07:31 +0000 2020,Pleasant
2471,0,0,1,0,0,0,1,Audiojungle | Inspiring Solo Free Download,Sun Mar 15 05:08:05 +0000 2020,Pleasant
2485,0,0,1,0,0,0,1,: Go check out one of our members Mr Liam at LRTgaming on his channel. …,Sun Mar 15 05:09:18 +0000 2020,Pleasant
2500,0,0,1,0,1,0,1,: Don't spread false rumors. The Queen doesn't want . Only . …,Sun Mar 15 05:10:07 +0000 2020,Pleasant
2572,0,0,1,0,0,0,1,: Please share for our residents.,Sun Mar 15 05:14:05 +0000 2020,Pleasant
2580,0,0,1,0,0,0,1,: Please share for our residents.,Sun Mar 15 05:14:49 +0000 2020,Pleasant
2583,0,0,1,0,0,0,1,: C A L M songs cover art in the style of ' previous single covers!,Sun Mar 15 05:14:57 +0000 2020,Pleasant
2599,0,0,1,0,0,0,1,: How to Market Successfully on : - Pick the best strategy and tactics - creation - Publishing and p…,Sun Mar 15 05:15:31 +0000 2020,Pleasant
2642,0,0,1,0,0,0,1,: C A L M songs cover art in the style of ' previous single covers!,Sun Mar 15 05:18:10 +0000 2020,Pleasant
2648,0,0,1,0,0,0,1,Lean Marketing Tips Daily is out!,Sun Mar 15 05:18:43 +0000 2020,Pleasant
2659,0,0,1,0,0,0,1,: Please share for our residents.,Sun Mar 15 05:19:44 +0000 2020,Pleasant
2671,0,0,1,0,0,0,1,: Top High DA Free Article Submission Sites (With Instant Approval). …,Sun Mar 15 05:20:41 +0000 2020,Pleasant
2686,0,0,1,0,0,0,1,Inside Target's Marketing Strategy -,Sun Mar 15 05:21:43 +0000 2020,Pleasant
2692,0,0,1,0,0,0,1,Ways to Write Great Content for Content Marketing.,Sun Mar 15 05:22:00 +0000 2020,Pleasant
2711,0,0,1,0,0,0,1,: [] We asked our staff and creators who makes the best spicy chicken sandwich out of and …,Sun Mar 15 05:22:57 +0000 2020,Pleasant
2712,0,0,1,0,0,0,1,: C A L M songs cover art in the style of ' previous single covers!,Sun Mar 15 05:22:58 +0000 2020,Pleasant
2718,0,0,1,0,0,0,1,Times such as these reveal the best in us. This is the that keeps me on Twitter dot com.,Sun Mar 15 05:23:17 +0000 2020,Pleasant
2730,0,0,1,0,0,0,1,: Please share for our residents.,Sun Mar 15 05:24:22 +0000 2020,Pleasant
2755,0,0,1,0,0,0,1,Take off for the world’s first passenger flights without any single-use plastic -,Sun Mar 15 05:26:05 +0000 2020,Pleasant
2766,0,0,1,0,0,0,1,Why SEO Still Matters In via,Sun Mar 15 05:27:01 +0000 2020,Pleasant
2768,0,0,1,0,0,0,1,: C A L M songs cover art in the style of ' previous single covers!,Sun Mar 15 05:27:02 +0000 2020,Pleasant
2793,0,0,1,0,0,0,1,: Why SEO Still Matters In via https://…,Sun Mar 15 05:28:41 +0000 2020,Pleasant
2794,0,0,1,0,0,0,1,: Please share for our residents.,Sun Mar 15 05:28:43 +0000 2020,Pleasant
2799,0,0,1,0,0,0,1,: Please share for our residents.,Sun Mar 15 05:29:02 +0000 2020,Pleasant
2812,0,0,1,0,0,0,1,"Your can’t survive without offering valuable, free to the right audience. Let he…",Sun Mar 15 05:30:04 +0000 2020,Pleasant
2822,0,0,1,0,0,0,1,: Successful rd week ! Matinee 0 PM - show only !! Thanks for the quality product,Sun Mar 15 05:30:49 +0000 2020,Pleasant
2846,0,0,1,0,0,0,1,When your out of Toilet Paper and you need to Calm Your Ass Down. Add some CBD to your TP …,Sun Mar 15 05:33:07 +0000 2020,Pleasant
2866,0,0,1,0,0,0,1,: C A L M songs cover art in the style of ' previous single covers!,Sun Mar 15 05:35:00 +0000 2020,Pleasant
2874,0,0,1,0,0,0,1,: C A L M songs cover art in the style of ' previous single covers!,Sun Mar 15 05:36:07 +0000 2020,Pleasant
2897,0,0,1,0,0,0,1,: Please share for our residents.,Sun Mar 15 05:37:34 +0000 2020,Pleasant
2915,0,0,1,0,0,0,1,"If you shop at J.Crew, your sensitive personal info may have been stolen -",Sun Mar 15 05:39:09 +0000 2020,Pleasant
2953,0,0,1,0,0,0,1,Everyone Else is Just Like You: How do You Differentiate?,Sun Mar 15 05:42:03 +0000 2020,Pleasant
2954,0,0,1,0,0,0,1,"Google Assistant Integrates HomeAdvisor, Porch Data For Home Services -",Sun Mar 15 05:42:04 +0000 2020,Pleasant
2988,0,0,1,0,0,0,1,: WEEKS UNTIL !!,Sun Mar 15 05:44:35 +0000 2020,Pleasant
3022,0,0,1,0,0,0,1,Ways to Write Great Content for Content Marketing. …,Sun Mar 15 05:47:17 +0000 2020,Pleasant
3069,0,0,1,0,0,0,1,Always updated content with Quuu... &gt;&gt;&gt;,Sun Mar 15 05:51:02 +0000 2020,Pleasant
3071,0,0,1,0,0,0,1,: C A L M songs cover art in the style of ' previous single covers!,Sun Mar 15 05:51:09 +0000 2020,Pleasant
3073,0,0,1,0,0,0,1,Made using react-spectrum,Sun Mar 15 05:51:22 +0000 2020,Pleasant
