,Excitement,Happy,Pleasant,Surprise,Fear,Angry,max_value,clean_text,created_at,label
4191,0,0,0,0,0,1,1,Just bought a matching phonecase as jisung's (photo from shopee),Sun Mar 15 07:24:23 +0000 2020,Angry
4216,0,0,0,0,0,1,1,Wrecked $hith0le …,Sun Mar 15 07:26:19 +0000 2020,Angry
4240,0,0,0,0,0,1,1,Enjoy Sunday Kickboxing🥊,Sun Mar 15 07:28:16 +0000 2020,Angry
4248,0,0,0,0,0,1,1,: Do you like ? …,Sun Mar 15 07:29:04 +0000 2020,Angry
4276,0,0,0,0,0,1,1,": Suck cock, suck shit, do dirty minet🥰 A slave can’t stand your sucking skills…",Sun Mar 15 07:30:48 +0000 2020,Angry
4282,0,0,0,0,0,1,1,: Do you like ? …,Sun Mar 15 07:31:05 +0000 2020,Angry
4288,0,0,0,0,0,1,1,: Happy and playful eating my shit🥰 She would do anything to earn her Mistress’s…,Sun Mar 15 07:31:32 +0000 2020,Angry
4310,0,0,0,0,0,1,1,: Wrecked $hith0le …,Sun Mar 15 07:33:29 +0000 2020,Angry
4318,0,0,0,0,0,1,1,: Wrecked $hith0le …,Sun Mar 15 07:34:10 +0000 2020,Angry
4320,0,0,0,0,0,1,1,": To kick this criminal out 's presidency would be considered a cue d'etat, or and heroic de…",Sun Mar 15 07:34:15 +0000 2020,Angry
4349,0,0,0,0,0,1,1,Not trolling brother Badly trolling fan was so lucky same dirty wor…,Sun Mar 15 07:37:20 +0000 2020,Angry
4352,0,0,0,0,0,1,1,": Gonna feed you shit, my happy toilet🥰 Oh, how I like it, the ass oozes liquid…",Sun Mar 15 07:37:28 +0000 2020,Angry
4355,0,0,0,0,0,1,1,: Not trolling brother Badly trolling fan was so lucky same dirty works had d…,Sun Mar 15 07:37:46 +0000 2020,Angry
4373,0,0,0,0,0,1,1,: Do you like ? …,Sun Mar 15 07:39:18 +0000 2020,Angry
4375,0,0,0,0,0,1,1,: Not trolling brother Badly trolling fan was so lucky same dirty works had d…,Sun Mar 15 07:39:28 +0000 2020,Angry
4446,0,0,0,0,0,1,1,: Ew. Why are some men like that?,Sun Mar 15 07:46:10 +0000 2020,Angry
4469,0,0,0,0,0,1,1,": Gonna feed you shit, my happy toilet🥰 Oh, how I like it, the ass oozes liquid…",Sun Mar 15 07:47:52 +0000 2020,Angry
4483,0,0,0,0,0,1,1,Vaathi raid on version... Keep support me dudes... ️ …,Sun Mar 15 07:49:07 +0000 2020,Angry
4484,0,0,0,0,0,1,1,: Not trolling brother Badly trolling fan was so lucky same dirty works had d…,Sun Mar 15 07:49:08 +0000 2020,Angry
4491,0,0,0,0,0,1,1,: Vaathi raid on version... Keep support me dudes... ️ …,Sun Mar 15 07:49:31 +0000 2020,Angry
4500,0,0,0,0,0,1,1,: Vaathi raid on version... Keep support me dudes... ️ …,Sun Mar 15 07:49:55 +0000 2020,Angry
4506,0,0,0,0,0,1,1,: Vaathi raid on version... Keep support me dudes... ️ …,Sun Mar 15 07:50:11 +0000 2020,Angry
4507,0,0,0,0,0,1,1,: Vaathi raid on version... Keep support me dudes... ️ …,Sun Mar 15 07:50:13 +0000 2020,Angry
4522,0,0,0,0,0,1,1,: Vaathi raid on version... Keep support me dudes... ️ …,Sun Mar 15 07:50:38 +0000 2020,Angry
4524,0,0,0,0,0,1,1,: Vaathi raid on version... Keep support me dudes... ️ …,Sun Mar 15 07:50:46 +0000 2020,Angry
4568,0,0,0,0,0,1,1,: Vaathi raid on version... Keep support me dudes... ️ …,Sun Mar 15 07:53:41 +0000 2020,Angry
4569,0,0,0,0,0,1,1,: Vaathi raid on version... Keep support me dudes... ️ …,Sun Mar 15 07:53:53 +0000 2020,Angry
4576,0,0,0,0,0,1,1,: Vaathi raid on version... Keep support me dudes... ️ …,Sun Mar 15 07:54:13 +0000 2020,Angry
4611,0,0,0,0,0,1,1,: Do you like ? …,Sun Mar 15 07:58:24 +0000 2020,Angry
4656,0,0,0,0,0,1,1,"""One time I put a firefly up my butthole."" ""Why..!?"" ""I wanted my to glow..""",Sun Mar 15 08:00:56 +0000 2020,Angry
4657,0,0,0,0,0,1,1,: Not trolling brother Badly trolling fan was so lucky same dirty works had d…,Sun Mar 15 08:00:57 +0000 2020,Angry
4706,0,0,0,0,0,1,1,: Do you like ? …,Sun Mar 15 08:03:21 +0000 2020,Angry
4718,0,0,0,0,0,1,1,: Vaathi raid on version... Keep support me dudes... ️ …,Sun Mar 15 08:04:34 +0000 2020,Angry
4759,0,0,0,0,0,1,1,: Vaathi raid on version... Keep support me dudes... ️ …,Sun Mar 15 08:08:00 +0000 2020,Angry
4765,0,0,0,0,0,1,1,Follow my Personal: MeAndMrFedora,Sun Mar 15 08:08:35 +0000 2020,Angry
4834,0,0,0,0,0,1,1,: Vaathi raid on version... Keep support me dudes... ️ …,Sun Mar 15 08:13:50 +0000 2020,Angry
4852,0,0,0,0,0,1,1,Sheffield finest of club life - the original - Trash - fun times for all! -night…,Sun Mar 15 08:15:11 +0000 2020,Angry
4887,0,0,0,0,0,1,1,: Do you like ? …,Sun Mar 15 08:18:17 +0000 2020,Angry
4899,0,0,0,0,0,1,1,My supermarket has nothing in it...,Sun Mar 15 08:19:09 +0000 2020,Angry
4906,0,0,0,0,0,1,1,: Vaathi raid on version... Keep support me dudes... ️ …,Sun Mar 15 08:19:36 +0000 2020,Angry
4954,0,0,0,0,0,1,1,gonna treat u the way u treated me,Sun Mar 15 08:22:47 +0000 2020,Angry
4975,0,0,0,0,0,1,1,: Love getting my cock covered in shit,Sun Mar 15 08:25:19 +0000 2020,Angry
4990,0,0,0,0,0,1,1,: Do you like ? …,Sun Mar 15 08:26:23 +0000 2020,Angry
4992,0,0,0,0,0,1,1,": Gonna feed you shit, my happy toilet🥰 Oh, how I like it, the ass oozes liquid…",Sun Mar 15 08:26:42 +0000 2020,Angry
5018,0,0,0,0,0,1,1,: …,Sun Mar 15 08:28:34 +0000 2020,Angry
5044,0,0,0,0,0,1,1,Grouse log!,Sun Mar 15 08:31:01 +0000 2020,Angry
5071,0,0,0,0,0,1,1,How hot is a g-string cut turd?,Sun Mar 15 08:33:43 +0000 2020,Angry
5147,0,0,0,0,0,1,1,: Do you like ? …,Sun Mar 15 08:39:19 +0000 2020,Angry
5151,0,0,0,0,0,1,1,: Vaathi raid on version... Keep support me dudes... ️ …,Sun Mar 15 08:39:42 +0000 2020,Angry
5178,0,0,0,0,0,1,1,Thai was hmmm,Sun Mar 15 08:42:11 +0000 2020,Angry
5186,0,0,0,0,0,1,1,": To kick this criminal out 's presidency would be considered a cue d'etat, or and heroic de…",Sun Mar 15 08:42:40 +0000 2020,Angry
5196,0,0,0,0,0,1,1,: Vaathi raid on version... Keep support me dudes... ️ …,Sun Mar 15 08:43:07 +0000 2020,Angry
5232,0,0,0,0,0,1,1,: Vaathi raid on version... Keep support me dudes... ️ …,Sun Mar 15 08:45:51 +0000 2020,Angry
5260,0,0,0,0,0,1,1,"Fizzik ate clever dinner, and then A nice cat miss tall sea barnacles. Hacked.",Sun Mar 15 08:47:35 +0000 2020,Angry
5279,0,0,0,0,0,1,1,: Vaathi raid on version... Keep support me dudes... ️ …,Sun Mar 15 08:48:42 +0000 2020,Angry
5295,0,0,0,0,0,1,1,: Vaathi raid on version... Keep support me dudes... ️ …,Sun Mar 15 08:49:22 +0000 2020,Angry
5350,0,0,0,0,0,1,1,"It is bloody boring with no football on, what we going to talk about lol",Sun Mar 15 08:54:19 +0000 2020,Angry
5372,0,0,0,0,0,1,1,: Vaathi raid on version... Keep support me dudes... ️ …,Sun Mar 15 08:56:07 +0000 2020,Angry
5412,0,0,0,0,0,1,1,"No one is of heights, they're afraid of falling down. -",Sun Mar 15 08:59:23 +0000 2020,Angry
5482,0,0,0,0,0,1,1,IN | &amp;; ... …,Sun Mar 15 09:05:02 +0000 2020,Angry
5541,0,0,0,0,0,1,1,: Do you like ? …,Sun Mar 15 09:09:28 +0000 2020,Angry
5544,0,0,0,0,0,1,1,"Capitalism is Robots should do manual labor, we should kick our feet , invent ideas, figure out how th…",Sun Mar 15 09:09:35 +0000 2020,Angry
5552,0,0,0,0,0,1,1,: Do you like ? …,Sun Mar 15 09:09:57 +0000 2020,Angry
5560,0,0,0,0,0,1,1,: Good morning bitches ! Who want some of it ? …,Sun Mar 15 09:10:29 +0000 2020,Angry
5583,0,0,0,0,0,1,1,"So, - how is this “leadership” eeriment turning out for you?",Sun Mar 15 09:12:34 +0000 2020,Angry
5613,0,0,0,0,0,1,1,: Vaathi raid on version... Keep support me dudes... ️ …,Sun Mar 15 09:14:12 +0000 2020,Angry
5614,0,0,0,0,0,1,1,: Vaathi raid on version... Keep support me dudes... ️ …,Sun Mar 15 09:14:21 +0000 2020,Angry
5661,0,0,0,0,0,1,1,Currently at Denny’s shoe_less,Sun Mar 15 09:17:09 +0000 2020,Angry
5684,0,0,0,0,0,1,1,: Twink feed me,Sun Mar 15 09:18:38 +0000 2020,Angry
5750,0,0,0,0,0,1,1,Went to supermarkets to try and find some bread and crumpets. Eveything is gone,Sun Mar 15 09:23:02 +0000 2020,Angry
5877,0,0,0,0,0,1,1,Oh my gosh is beautiful!,Sun Mar 15 09:30:05 +0000 2020,Angry
5946,0,0,0,0,0,1,1,: Prepare for shitty lunch shit receiver Today you will be the toilet for me and…,Sun Mar 15 09:33:25 +0000 2020,Angry
5956,0,0,0,0,0,1,1,": My happy toilet all covered in shit🥰 I want to shit so bad, i shit on her belly…",Sun Mar 15 09:34:02 +0000 2020,Angry
5958,0,0,0,0,0,1,1,": Eat my tasty shit, my happy toilet🥰 Eat my shit my shit-eater, eat more, lick y…",Sun Mar 15 09:34:13 +0000 2020,Angry
5979,0,0,0,0,0,1,1,Yeaaa brooo Naaz is more awesome yeaa,Sun Mar 15 09:35:20 +0000 2020,Angry
5996,0,0,0,0,0,1,1,: Am i the only one over &amp; were only months in??,Sun Mar 15 09:36:15 +0000 2020,Angry
6027,0,0,0,0,0,1,1,: Vaathi raid on version... Keep support me dudes... ️ …,Sun Mar 15 09:37:22 +0000 2020,Angry
6038,0,0,0,0,0,1,1,: Vaathi raid on version... Keep support me dudes... ️ …,Sun Mar 15 09:38:12 +0000 2020,Angry
6187,0,0,0,0,0,1,1,Version EDITZ : Fin…,Sun Mar 15 09:47:11 +0000 2020,Angry
6190,0,0,0,0,0,1,1,: Version EDITZ : Finalize…,Sun Mar 15 09:47:23 +0000 2020,Angry
6192,0,0,0,0,0,1,1,: Version EDITZ : Finalize…,Sun Mar 15 09:47:25 +0000 2020,Angry
6197,0,0,0,0,0,1,1,: Version EDITZ : Finalize…,Sun Mar 15 09:47:51 +0000 2020,Angry
6199,0,0,0,0,0,1,1,: Version EDITZ : Finalize…,Sun Mar 15 09:47:57 +0000 2020,Angry
6216,0,0,0,0,0,1,1,: Version EDITZ : Finalize…,Sun Mar 15 09:49:13 +0000 2020,Angry
6222,0,0,0,0,0,1,1,: Version EDITZ : Finalize…,Sun Mar 15 09:49:25 +0000 2020,Angry
6233,0,0,0,0,0,1,1,: Version EDITZ : Finalize…,Sun Mar 15 09:50:04 +0000 2020,Angry
6237,0,0,0,0,0,1,1,: Version EDITZ : Finalize…,Sun Mar 15 09:50:19 +0000 2020,Angry
6246,0,0,0,0,0,1,1,: Version EDITZ : Finalize…,Sun Mar 15 09:50:38 +0000 2020,Angry
6254,0,0,0,0,0,1,1,: Version EDITZ : Finalize…,Sun Mar 15 09:51:03 +0000 2020,Angry
6303,0,0,0,0,0,1,1,F’Landers Rugba League shopping spree to stock up Kingscliff Warriors camp ...,Sun Mar 15 09:54:27 +0000 2020,Angry
6312,0,0,0,0,0,1,1,: Oh my gosh is beautiful!,Sun Mar 15 09:55:03 +0000 2020,Angry
6317,0,0,0,0,0,1,1,Version EDITZ : Fin…,Sun Mar 15 09:55:33 +0000 2020,Angry
6351,0,0,0,0,0,1,1,: Version EDITZ : Finalize…,Sun Mar 15 09:57:57 +0000 2020,Angry
6363,0,0,0,0,0,1,1,": To kick this criminal out 's presidency would be considered a cue d'etat, or and heroic de…",Sun Mar 15 09:58:30 +0000 2020,Angry
6374,0,0,0,0,0,1,1,: Version EDITZ : Finalize…,Sun Mar 15 09:59:19 +0000 2020,Angry
6389,0,0,0,0,0,1,1,: Version EDITZ : Finalize…,Sun Mar 15 09:59:50 +0000 2020,Angry
6409,0,0,0,0,0,1,1,: Version EDITZ : Finalize…,Sun Mar 15 10:00:44 +0000 2020,Angry
6413,0,0,0,0,0,1,1,: Version EDITZ : Finalize…,Sun Mar 15 10:00:51 +0000 2020,Angry
6460,0,0,0,0,0,2,2,Time to leave Twitter.Can't take this anymore,Sun Mar 15 10:04:55 +0000 2020,Angry
6523,0,0,0,0,0,1,1,: Version EDITZ : Finalize…,Sun Mar 15 10:09:32 +0000 2020,Angry
6537,0,0,0,0,0,1,1,: Version EDITZ : Finalize…,Sun Mar 15 10:10:47 +0000 2020,Angry
6581,0,0,0,0,0,1,1,: Version EDITZ : Finalize…,Sun Mar 15 10:13:54 +0000 2020,Angry
6604,0,0,0,0,0,1,1,: Do you like ? …,Sun Mar 15 10:15:01 +0000 2020,Angry
6810,0,0,0,0,0,1,1,: Vaathi raid on version... Keep support me dudes... ️ …,Sun Mar 15 10:28:07 +0000 2020,Angry
6812,0,0,0,0,0,1,1,: Vaathi raid on version... Keep support me dudes... ️ …,Sun Mar 15 10:28:19 +0000 2020,Angry
6820,0,0,0,0,0,1,1,: Version EDITZ : Finalize…,Sun Mar 15 10:28:47 +0000 2020,Angry
6824,0,0,0,0,0,1,1,Are you,Sun Mar 15 10:28:54 +0000 2020,Angry
6914,0,0,0,0,0,1,1,Please be considerate and leave some toilet roll for the cos they now have coming out both ends!…,Sun Mar 15 10:34:35 +0000 2020,Angry
6949,0,0,0,0,0,1,1,: Version EDITZ : Finalize…,Sun Mar 15 10:36:24 +0000 2020,Angry
6956,0,0,0,0,0,1,1,": I wasn’t quite ready to leave the park, so I gave to my Mom a look of disapproval. …",Sun Mar 15 10:36:56 +0000 2020,Angry
7026,0,0,0,0,0,1,1,: Version EDITZ : Finalize…,Sun Mar 15 10:41:29 +0000 2020,Angry
7035,0,0,0,0,0,1,1,: Vaathi raid on version... Keep support me dudes... ️ …,Sun Mar 15 10:41:56 +0000 2020,Angry
7055,0,0,0,0,0,1,1,: Vaathi raid on version... Keep support me dudes... ️ …,Sun Mar 15 10:43:19 +0000 2020,Angry
7132,0,0,0,0,0,1,1,I want you... Washington,Sun Mar 15 10:48:36 +0000 2020,Angry
7180,0,0,0,0,0,1,1,: Version EDITZ : Finalize…,Sun Mar 15 10:51:48 +0000 2020,Angry
7195,0,0,0,0,0,1,1,: Version EDITZ : Finalize…,Sun Mar 15 10:52:34 +0000 2020,Angry
7222,0,0,0,0,0,1,1,: Version EDITZ : Finalize…,Sun Mar 15 10:54:03 +0000 2020,Angry
7338,0,0,0,0,0,1,1,"Dirty sex in warm, soft, smelly shit🥰 I like to have dirty sex in the morni…",Sun Mar 15 11:01:03 +0000 2020,Angry
7456,0,0,0,0,0,1,1,: Version EDITZ : Finalize…,Sun Mar 15 11:08:29 +0000 2020,Angry
7460,0,0,0,0,0,1,1,"Joshua :9 KJV “Have not I commanded thee? Be and of a good ; be not , neither be thou…",Sun Mar 15 11:08:39 +0000 2020,Angry
7466,0,0,0,0,0,1,1,Poor guy,Sun Mar 15 11:09:05 +0000 2020,Angry
