,Excitement,Happy,Pleasant,Surprise,Fear,Angry,max_value,clean_text,created_at,label
10867,0,1,0,0,0,0,1,": The whole ""Handsome Tigers"" team watching Joy and saying how cute she is! …",Sun Mar 15 03:28:53 +0000 2020,Happy
11077,0,1,0,0,0,0,1,Our and according to …,Sun Mar 15 03:29:57 +0000 2020,Happy
11728,0,1,0,0,0,0,1,Respond to one of the tweets tagged .,Sun Mar 15 03:30:14 +0000 2020,Happy
12112,0,1,0,0,0,0,1,Powerful I Love Spell You | Call | WhatsApp: +27843769238 - Best Psychic Spells Call / WhatsApp: +27843769238 …,Sun Mar 15 03:31:23 +0000 2020,Happy
12302,0,1,0,0,0,0,1,: I am nothing without ️,Sun Mar 15 03:31:30 +0000 2020,Happy
12480,0,1,0,0,0,0,1,: The :45 To Bletchley …,Sun Mar 15 03:31:52 +0000 2020,Happy
12948,0,1,0,0,0,0,1,JAZZEVAR new spring autumn fashion Casual women'…,Sun Mar 15 03:32:03 +0000 2020,Happy
13666,0,1,0,0,0,0,1,": ""The Dudley Sisters' Saga"" …",Sun Mar 15 03:32:13 +0000 2020,Happy
13734,0,1,0,0,0,0,1,playing on : by Ballet! Tune in now and enjoy sound of,Sun Mar 15 03:33:03 +0000 2020,Happy
14252,0,1,0,0,0,0,1,: Please do read you wont be disappointed this if you agree …,Sun Mar 15 03:33:15 +0000 2020,Happy
14440,0,1,0,0,0,0,1,: A is one of creations highlights. dogsarejoy,Sun Mar 15 03:33:19 +0000 2020,Happy
14447,0,1,0,0,0,0,1,: Sunday ️ All️,Sun Mar 15 03:34:20 +0000 2020,Happy
14671,0,2,0,0,0,1,2,My favorite is making my …,Sun Mar 15 03:35:25 +0000 2020,Happy
14793,0,1,0,0,0,0,1,: [OFFICIAL] Instagram update (1/2),Sun Mar 15 03:35:58 +0000 2020,Happy
15570,0,1,0,0,0,0,1,": The whole ""Handsome Tigers"" team watching Joy and saying how cute she is! …",Sun Mar 15 03:36:59 +0000 2020,Happy
15679,0,1,0,0,0,0,1,: The artist's heart is a realm of eternal adventure. ~Anne Scottlin …,Sun Mar 15 03:37:50 +0000 2020,Happy
16163,0,1,0,0,0,0,1,": The pain you feel today, will be the strength you feel tomorrow …",Sun Mar 15 03:38:02 +0000 2020,Happy
16766,0,1,0,0,0,0,1,Read 'Chalo chalein' by abhilashasharma here - …,Sun Mar 15 03:39:16 +0000 2020,Happy
17092,0,1,0,0,0,0,1,: Follow ️ …,Sun Mar 15 03:40:24 +0000 2020,Happy
17629,0,1,0,0,0,0,1,"Stay strong, my beautiful Italy.",Sun Mar 15 03:42:37 +0000 2020,Happy
17966,0,1,0,0,0,0,1,Hours of music that you will,Sun Mar 15 03:43:45 +0000 2020,Happy
18023,0,1,0,0,0,0,1,Congratulations to 🇨🇳 for overcoming the crisis of 🦠. Admiration to 🇮🇹 🇪🇸 🇵🇹…,Sun Mar 15 03:44:46 +0000 2020,Happy
18448,0,1,0,0,0,0,1,: Am I a successful BBYU FAN?? Joy and Sungjae was here ️ …,Sun Mar 15 03:45:57 +0000 2020,Happy
18824,0,1,0,0,0,0,1,Unlock you potentials⭐️ Walk toward perfection🤸️ …,Sun Mar 15 03:46:06 +0000 2020,Happy
20412,0,1,0,0,0,0,1,A person Who values u would never put themselves in a position to lost u... …,Sun Mar 15 03:47:44 +0000 2020,Happy
21048,0,1,0,0,0,0,1,begins with,Sun Mar 15 03:48:00 +0000 2020,Happy
21461,0,1,0,0,0,0,1,: Joystagram (2P),Sun Mar 15 03:49:10 +0000 2020,Happy
21677,0,1,0,0,0,0,1,: Joystagram (2P),Sun Mar 15 03:50:16 +0000 2020,Happy
21685,0,1,0,0,0,0,1,": The whole ""Handsome Tigers"" team watching Joy and saying how cute she is! …",Sun Mar 15 03:50:17 +0000 2020,Happy
23103,0,1,0,0,0,0,1,How would you define ? Is it a fleeting moment of laughter and happiness? Or something much deeper- a state o…,Sun Mar 15 03:52:51 +0000 2020,Happy
23489,0,1,0,0,0,0,1,Time to speak of love... hold each other close .. Its the heart that matters most …,Sun Mar 15 03:53:00 +0000 2020,Happy
23595,0,1,0,0,0,0,1,CROWNED BY dandykingzman ! I Love my crown!! Thank you!! …,Sun Mar 15 03:54:03 +0000 2020,Happy
23650,0,2,0,0,0,0,2,with lots of n many many happy returns of the day 🥳🦋…,Sun Mar 15 03:55:04 +0000 2020,Happy
23667,0,1,0,0,0,0,1,: Joystagram (4P),Sun Mar 15 03:55:06 +0000 2020,Happy
23699,0,1,0,0,0,0,1,️️️️ Protect …,Sun Mar 15 03:56:05 +0000 2020,Happy
24361,0,1,0,0,0,0,1,": She loved me before we met. ️ “Mother’s is . It need not be acquired, it need not be deserved.” – Erich F…",Sun Mar 15 03:56:21 +0000 2020,Happy
24456,0,1,0,0,0,0,1,I do not often fuck in a tender ass. Painfully Township,Sun Mar 15 03:57:24 +0000 2020,Happy
24884,0,1,0,0,0,0,1,": “distance makes the heart grow fonder”. They call it = = , , concern; not fea…",Sun Mar 15 03:58:34 +0000 2020,Happy
25851,0,1,0,0,0,0,1,": The whole ""Handsome Tigers"" team watching Joy and saying how cute she is! …",Sun Mar 15 03:59:57 +0000 2020,Happy
25873,0,1,0,0,0,0,1,": The whole ""Handsome Tigers"" team watching Joy and saying how cute she is! …",Sun Mar 15 04:01:58 +0000 2020,Happy
26027,0,1,0,0,0,0,1,Daily Sunday March Click for this free Aquarius Horoscope ++more,Sun Mar 15 04:02:01 +0000 2020,Happy
26145,0,1,0,0,0,0,1,: Joystagram (4P),Sun Mar 15 04:02:35 +0000 2020,Happy
26313,0,1,0,0,0,0,1,"What is the coronavirus? Everything you need to know about Symptoms, how to stay safe and what next? …",Sun Mar 15 04:03:08 +0000 2020,Happy
26344,0,1,0,0,0,0,1,**Black Superwomen syndrome is real Ya'll GOALS,Sun Mar 15 04:03:29 +0000 2020,Happy
26359,0,1,0,0,0,0,1,Tips for Coping With COVID19... …,Sun Mar 15 04:03:49 +0000 2020,Happy
27152,0,1,0,0,0,0,1,"""And then shall many be offended, and shall betray one another, and shall hate one another."" ~Matthew :10",Sun Mar 15 04:04:29 +0000 2020,Happy
27238,0,1,0,0,0,0,1,playing on : 't Break It (Original Mi by Van Den Rey! Tune in now and enjoy sound of,Sun Mar 15 04:05:31 +0000 2020,Happy
27469,0,1,0,0,0,0,1,Ran off the train with Nick at the Industries and we are picking up my lovely Myrte.,Sun Mar 15 04:06:37 +0000 2020,Happy
27932,0,1,0,0,0,0,1,: For my followers ️️️,Sun Mar 15 04:07:13 +0000 2020,Happy
28005,0,1,0,0,0,0,1,: PALO SANTO | MYSTICAL INCENSE Learn More: . …,Sun Mar 15 04:07:50 +0000 2020,Happy
28152,0,1,0,0,0,0,1,: The greatest poverty of all is the absence of,Sun Mar 15 04:10:54 +0000 2020,Happy
28440,0,2,0,0,0,0,2,: Happy ! Have a happy day! …,Sun Mar 15 04:11:10 +0000 2020,Happy
28453,0,1,0,0,0,0,1,It's : -03-15T13:08:00.8953103Z …,Sun Mar 15 04:11:31 +0000 2020,Happy
28540,0,1,0,0,0,0,1,Fab day yesterday. Think my face says it all,Sun Mar 15 04:12:03 +0000 2020,Happy
29469,0,1,0,0,0,0,1,NEVER PUT OFF UNTIL TOMORROW WHAT YOU CAN DO TODAY ️ DREAM IT BELIEVE IT BECOME IT JUST BE Tunde Aja…,Sun Mar 15 04:08:26 +0000 2020,Happy
29657,0,1,0,0,0,0,1,: Joystagram (4P),Sun Mar 15 04:08:30 +0000 2020,Happy
29765,0,1,0,0,0,0,1,: [OFFICIAL] Instagram update (1/2),Sun Mar 15 04:08:33 +0000 2020,Happy
29912,0,1,0,0,0,0,1,িমিরকান্তি েনseal Read my thoughts on YourQuote app at,Sun Mar 15 04:09:06 +0000 2020,Happy
31423,0,1,0,0,0,0,1,: Joystagram (2P),Sun Mar 15 04:09:17 +0000 2020,Happy
31582,0,1,0,0,0,0,1,: Joystagram (4P),Sun Mar 15 04:10:21 +0000 2020,Happy
31606,0,1,0,0,0,0,1,: Home made kitchen Indian sex with husband and wife 🥑🥑️️️ …,Sun Mar 15 04:11:22 +0000 2020,Happy
32532,0,2,0,0,0,0,2,Hay-Ku of they Day (The Master Plan ) …,Sun Mar 15 04:12:46 +0000 2020,Happy
32869,0,1,0,0,0,0,1,": We all need something to make us in these stressful times, so we’re extending our to EVERYTHING in our …",Sun Mar 15 04:13:55 +0000 2020,Happy
32893,0,1,0,0,0,0,1,": !! Save , boy CHAPPIE who is used to his life &amp; freedom &amp; is stressed in a cage…",Sun Mar 15 04:14:56 +0000 2020,Happy
33391,0,1,0,0,0,0,1,": It’s not just who need feeding! Show that some with The FlutterBar, to order in our …",Sun Mar 15 04:15:09 +0000 2020,Happy
33666,0,1,0,0,0,0,1,"We can’t wait to meet you! • -11 Arrow Rd. North York, ON. •",Sun Mar 15 04:16:15 +0000 2020,Happy
33848,0,1,0,0,0,0,1,: Joystagram (4P),Sun Mar 15 04:17:20 +0000 2020,Happy
34157,0,1,0,0,0,0,1,: Good night,Sun Mar 15 04:18:28 +0000 2020,Happy
34346,0,1,0,0,0,0,1,": ""All these [are] the beginning of sorrows."" ~Matthew :8",Sun Mar 15 04:19:30 +0000 2020,Happy
34703,0,1,0,0,0,0,1,Listening to some exclusive mixes from the one and only house legend RIP! Let's share the ..…,Sun Mar 15 04:20:41 +0000 2020,Happy
35800,0,1,0,0,0,0,1,Small Slim Leather Purse For Women Price: 9 &amp; FREE Shipping …,Sun Mar 15 04:21:09 +0000 2020,Happy
36049,0,2,0,0,0,0,2,: Always ! …,Sun Mar 15 04:21:30 +0000 2020,Happy
36115,0,1,0,0,0,0,1,: QUICK for RETWEET &amp; FOLLOW US for the chance to Spread the ends th of M…,Sun Mar 15 04:22:18 +0000 2020,Happy
36256,0,1,0,0,0,0,1,: He who is has Health &amp; . She who has &amp; Hope has Everything. 🥰 …,Sun Mar 15 04:23:22 +0000 2020,Happy
36910,0,1,0,0,0,0,1,": Surrendering means not giving in to another, but giving in to",Sun Mar 15 04:24:38 +0000 2020,Happy
37053,0,1,0,0,0,0,1,: HAPPY WHITE DAY!!! Take some Ink error …,Sun Mar 15 04:25:42 +0000 2020,Happy
37311,0,1,0,0,0,0,1,Happy Sunday ️ Town Moor,Sun Mar 15 04:25:48 +0000 2020,Happy
37698,0,1,0,0,0,0,1,The more misunderstood I am the more I realize I'm on the right track! Find what makes you and do lots of that!,Sun Mar 15 04:26:57 +0000 2020,Happy
38401,0,1,0,0,0,0,1,: ...Gotta these .,Sun Mar 15 04:27:15 +0000 2020,Happy
38647,0,1,0,0,0,0,1,Happy Birthday ! Wishing you &amp;,Sun Mar 15 04:27:21 +0000 2020,Happy
39170,0,2,0,0,0,0,2,: always make me smile! RT,Sun Mar 15 04:28:34 +0000 2020,Happy
39286,0,1,0,0,0,0,1,: HAPPY WHITE DAY!!! Take some Ink error …,Sun Mar 15 04:29:37 +0000 2020,Happy
40038,0,1,0,0,0,0,1,: On this when we are all looking for remember anchors the soul,Sun Mar 15 04:29:56 +0000 2020,Happy
40278,0,1,0,0,0,1,1,playing on : Bags (Ft. K Camp) by Dogg! Tune in now and enjoy sound of,Sun Mar 15 04:30:02 +0000 2020,Happy
40700,0,1,0,0,0,0,1,: [OFFICIAL] Instagram update,Sun Mar 15 04:31:12 +0000 2020,Happy
40708,0,1,0,0,0,0,1,PCA Skin Hydrate Therapeudic Oat Milk Mask oz E /20,Sun Mar 15 04:32:10 +0000 2020,Happy
40870,0,1,0,0,0,0,1,Be safe . . …,Sun Mar 15 04:33:16 +0000 2020,Happy
40995,0,2,0,0,0,0,2,: is everywhere; just find it! RT,Sun Mar 15 04:34:19 +0000 2020,Happy
41754,0,1,0,0,0,0,1,": The whole ""Handsome Tigers"" team watching Joy and saying how cute she is! …",Sun Mar 15 04:35:38 +0000 2020,Happy
41805,0,1,0,0,0,0,1,: The greatest healing therapy is friendship and love...,Sun Mar 15 04:36:39 +0000 2020,Happy
42419,0,1,0,0,0,0,1,: He who is has Health &amp; . She who has &amp; Hope has Everything. 🥰 …,Sun Mar 15 04:36:54 +0000 2020,Happy
43271,0,1,0,0,0,0,1,": Heard shawty in through the grapevine Mix a little bit of with a little bit of With a little bit of this,…",Sun Mar 15 04:37:15 +0000 2020,Happy
43369,0,1,0,0,0,0,1,: Joy Instagram Update Upscaled,Sun Mar 15 04:38:18 +0000 2020,Happy
43660,0,1,0,0,0,0,1,: The artist's heart is a realm of eternal adventure. ~Anne Scottlin …,Sun Mar 15 04:39:25 +0000 2020,Happy
44658,0,1,0,0,0,0,1,…,Sun Mar 15 04:39:50 +0000 2020,Happy
44811,0,1,0,0,0,0,1,: [OFFICIAL] Instagram update (1/2),Sun Mar 15 04:40:54 +0000 2020,Happy
44911,0,1,0,0,0,0,1,: On this when we are all looking for remember anchors the soul,Sun Mar 15 04:41:56 +0000 2020,Happy
44935,0,1,0,0,0,0,1,Beachy ️ . . . . . . . . . . . . . . . . . . . . . . . . . . . …,Sun Mar 15 04:42:16 +0000 2020,Happy
45038,0,1,0,0,0,0,1,": A story from the Dark Ages, when a young Monk fell in on 🧡A Druid's Magic to the Durstan series, i…",Sun Mar 15 04:42:59 +0000 2020,Happy
45049,0,1,0,0,0,0,1,…,Sun Mar 15 04:43:19 +0000 2020,Happy
45426,0,1,0,0,0,0,1,Do you want a book you can read a page for an instant lift? Check it out here:,Sun Mar 15 04:43:28 +0000 2020,Happy
45631,0,1,0,0,0,0,1,: Photo: lepetitprinceofficiel Text: Gutpreet Gill ️ …,Sun Mar 15 04:43:54 +0000 2020,Happy
45682,0,1,0,0,0,0,1,…,Sun Mar 15 04:44:14 +0000 2020,Happy
45740,0,1,0,0,0,0,1,Just for you because of the gives ...,Sun Mar 15 04:45:16 +0000 2020,Happy
45770,0,1,0,0,0,0,1,": make this as a note, 'how you makes matters more than how much money you make'. Hence do what you …",Sun Mar 15 04:45:57 +0000 2020,Happy
46119,0,1,0,0,0,0,1,…,Sun Mar 15 04:46:25 +0000 2020,Happy
46448,0,1,0,0,0,0,1,…,Sun Mar 15 04:46:53 +0000 2020,Happy
46560,0,1,0,0,0,0,1,Keep in mind the filled moments.‍‍‍,Sun Mar 15 04:47:36 +0000 2020,Happy
46701,0,1,0,0,0,0,1,: (️) gets a massive cumshot from Merry Pie during lesbian sex 🤤 …,Sun Mar 15 04:48:39 +0000 2020,Happy
46710,0,1,0,0,0,0,1,Listening to some exclusive mixes from the one and only legend RIP. Share the …,Sun Mar 15 04:48:49 +0000 2020,Happy
47936,0,1,0,0,0,0,1,Breakfast,Sun Mar 15 04:49:09 +0000 2020,Happy
48827,0,1,0,0,0,0,1,: For my followers ️️️,Sun Mar 15 04:49:31 +0000 2020,Happy
48832,0,1,0,0,0,0,1,Litepro EDGE Hollow Single Chainring Crankset Crank T T T T T with G BB BCD /172…,Sun Mar 15 04:50:31 +0000 2020,Happy
50007,0,1,0,0,0,0,1,": Yes, thirsts for our and our . As a good and merciful Father, He wants our total, possible good, and…",Sun Mar 15 04:51:59 +0000 2020,Happy
50168,0,1,0,0,0,0,1,": ️ 𝓖𝓸𝓸𝓭 𝓶𝓸𝓻𝓷𝓲𝓷𝓰 is the ultimate meaning of all that surrounds us. It is not a simple feeling, it is…",Sun Mar 15 04:52:03 +0000 2020,Happy
50371,0,1,0,0,0,0,1,: The greatest healing therapy is friendship and love...,Sun Mar 15 04:53:09 +0000 2020,Happy
50498,0,1,0,0,0,0,1,": "" Miracles they happen daily, they are permanent consequences of love in acti…",Sun Mar 15 04:53:12 +0000 2020,Happy
50668,0,1,0,0,0,0,1,Afternoon power nap: ️ Check. Cooking lunch is our next task …,Sun Mar 15 04:54:16 +0000 2020,Happy
50839,0,1,0,0,0,0,1,Life can only be understood backwards; but it must be lived forwards. ... …,Sun Mar 15 04:55:20 +0000 2020,Happy
50849,0,1,0,0,0,0,1,: On this when we are all looking for remember anchors the soul,Sun Mar 15 04:56:20 +0000 2020,Happy
51381,0,1,0,0,0,0,1,": Surrendering means not giving in to another, but giving in to",Sun Mar 15 04:57:34 +0000 2020,Happy
51598,0,1,0,0,0,0,1,: Go give this guy a follow. If you live in and you you will love Mark and his…,Sun Mar 15 04:58:39 +0000 2020,Happy
52322,0,1,0,0,0,0,1,: Joy Instagram (2V),Sun Mar 15 04:59:56 +0000 2020,Happy
52409,0,1,0,0,0,0,1,: Joystagram (4P),Sun Mar 15 05:00:58 +0000 2020,Happy
52515,0,1,0,0,0,0,1,It's : -03-15T13:18:01.3975782Z …,Sun Mar 15 05:01:01 +0000 2020,Happy
52701,0,1,0,0,0,0,1,"When replaces fear, you begin to notice the many happening all around you",Sun Mar 15 05:01:36 +0000 2020,Happy
53051,0,1,0,0,0,0,1,Nail stickers- Styles,Sun Mar 15 05:02:14 +0000 2020,Happy
53259,0,1,0,0,0,0,1,Chilling with my mini-me!!,Sun Mar 15 05:03:19 +0000 2020,Happy
53401,0,1,0,0,0,0,1,Chilling with my mini-me!!,Sun Mar 15 05:03:23 +0000 2020,Happy
54358,0,1,0,0,0,0,1,Natural Linen Table Cloth with Colorful Boho Print,Sun Mar 15 05:04:47 +0000 2020,Happy
54438,0,1,0,0,0,0,1,"When replaces fear, you begin to notice the many happening all around you",Sun Mar 15 05:05:50 +0000 2020,Happy
55282,0,1,0,0,0,0,1,: Miss You.Joy～QuQ,Sun Mar 15 05:06:11 +0000 2020,Happy
55701,0,1,0,0,0,0,1,Your weekly prompt on a theme PROMPT Inspir…,Sun Mar 15 05:06:21 +0000 2020,Happy
56196,0,1,0,0,0,0,1,I am not ashamed... …,Sun Mar 15 05:07:34 +0000 2020,Happy
57315,0,1,0,0,0,0,1,How is business for you today? Chris,Sun Mar 15 05:07:52 +0000 2020,Happy
57360,0,1,0,0,0,0,1,"""Only do what your heart tells you."" ~ Princess Diana",Sun Mar 15 05:08:03 +0000 2020,Happy
57545,0,1,0,0,0,0,1,"Be sure to like, comment and share Visit",Sun Mar 15 05:08:07 +0000 2020,Happy
58292,0,1,0,0,0,0,1,Rainy Day Cocktails ️ westy28 …,Sun Mar 15 05:09:27 +0000 2020,Happy
58359,0,1,0,0,0,0,1,: Joystagram (4P),Sun Mar 15 05:10:28 +0000 2020,Happy
58771,0,1,0,0,0,0,1,"Be as in Tel Aviv, Israel",Sun Mar 15 05:10:38 +0000 2020,Happy
58938,0,1,0,0,0,0,1,: What is the source of your smile tonight?,Sun Mar 15 05:10:43 +0000 2020,Happy
